hello what are doing today ? <eos>	i am good , i just got off work and tired , i have two jobs .
hi ! how is your night ? <eos> pretty good . i am doing some reading of psychology journals . you ? <eos> just listening to some old tunes . new kids on the block ! <eos> nice . used to listen to them while my parents were making me camp out <eos> yeah , i never did any camp outs , but i loved my lite brite . <eos> are you a 90s kid ? me too <eos> somewhat . born early 80s , so i remember mostly 90s stuff . those were good days ! <eos> definitely ! now that i am in grad school i wish for the simpler days <eos> yes ! give me some old school hip hop and i am good . school is too exhausting . <eos>	it is pretty exhausting . not as tiring as kayaking though wich i love
hi ! how is your night ? <eos> pretty good . i am doing some reading of psychology journals . you ? <eos> just listening to some old tunes . new kids on the block ! <eos> nice . used to listen to them while my parents were making me camp out <eos> yeah , i never did any camp outs , but i loved my lite brite . <eos> are you a 90s kid ? me too <eos> somewhat . born early 80s , so i remember mostly 90s stuff . those were good days ! <eos> definitely ! now that i am in grad school i wish for the simpler days <eos> yes ! give me some old school hip hop and i am good . school is too exhausting . <eos> it is pretty exhausting . not as tiring as kayaking though wich i love <eos>	so you are the outdoorsy smart type , eh ?
hi ! how is your night ? <eos> pretty good . i am doing some reading of psychology journals . you ? <eos> just listening to some old tunes . new kids on the block ! <eos> nice . used to listen to them while my parents were making me camp out <eos> yeah , i never did any camp outs , but i loved my lite brite . <eos> are you a 90s kid ? me too <eos> somewhat . born early 80s , so i remember mostly 90s stuff . those were good days ! <eos> definitely ! now that i am in grad school i wish for the simpler days <eos> yes ! give me some old school hip hop and i am good . school is too exhausting . <eos> it is pretty exhausting . not as tiring as kayaking though wich i love <eos> so you are the outdoorsy smart type , eh ? <eos>	yes i can survive off the grid for weeks if needed thanks to mom and dad
hi ! how is your night ? <eos> pretty good . i am doing some reading of psychology journals . you ? <eos> just listening to some old tunes . new kids on the block ! <eos> nice . used to listen to them while my parents were making me camp out <eos> yeah , i never did any camp outs , but i loved my lite brite . <eos> are you a 90s kid ? me too <eos> somewhat . born early 80s , so i remember mostly 90s stuff . those were good days ! <eos> definitely ! now that i am in grad school i wish for the simpler days <eos> yes ! give me some old school hip hop and i am good . school is too exhausting . <eos> it is pretty exhausting . not as tiring as kayaking though wich i love <eos> so you are the outdoorsy smart type , eh ? <eos> yes i can survive off the grid for weeks if needed thanks to mom and dad <eos>	sweet ! i will head your way when the apocalypse hits ! i will bring my music !
hi ! how is your night ? <eos> pretty good . i am doing some reading of psychology journals . you ? <eos> just listening to some old tunes . new kids on the block ! <eos> nice . used to listen to them while my parents were making me camp out <eos> yeah , i never did any camp outs , but i loved my lite brite . <eos> are you a 90s kid ? me too <eos> somewhat . born early 80s , so i remember mostly 90s stuff . those were good days ! <eos> definitely ! now that i am in grad school i wish for the simpler days <eos> yes ! give me some old school hip hop and i am good . school is too exhausting . <eos> it is pretty exhausting . not as tiring as kayaking though wich i love <eos> so you are the outdoorsy smart type , eh ? <eos> yes i can survive off the grid for weeks if needed thanks to mom and dad <eos> sweet ! i will head your way when the apocalypse hits ! i will bring my music ! <eos>	i can totally help you survive the end of the world
hi ! how is your night ? <eos> pretty good . i am doing some reading of psychology journals . you ? <eos> just listening to some old tunes . new kids on the block ! <eos> nice . used to listen to them while my parents were making me camp out <eos> yeah , i never did any camp outs , but i loved my lite brite . <eos> are you a 90s kid ? me too <eos> somewhat . born early 80s , so i remember mostly 90s stuff . those were good days ! <eos> definitely ! now that i am in grad school i wish for the simpler days <eos> yes ! give me some old school hip hop and i am good . school is too exhausting . <eos> it is pretty exhausting . not as tiring as kayaking though wich i love <eos> so you are the outdoorsy smart type , eh ? <eos> yes i can survive off the grid for weeks if needed thanks to mom and dad <eos> sweet ! i will head your way when the apocalypse hits ! i will bring my music ! <eos> i can totally help you survive the end of the world <eos>	cool man . i am along for the ride
hi ! how is your night ? <eos> pretty good . i am doing some reading of psychology journals . you ? <eos> just listening to some old tunes . new kids on the block ! <eos> nice . used to listen to them while my parents were making me camp out <eos> yeah , i never did any camp outs , but i loved my lite brite . <eos> are you a 90s kid ? me too <eos> somewhat . born early 80s , so i remember mostly 90s stuff . those were good days ! <eos> definitely ! now that i am in grad school i wish for the simpler days <eos> yes ! give me some old school hip hop and i am good . school is too exhausting . <eos> it is pretty exhausting . not as tiring as kayaking though wich i love <eos> so you are the outdoorsy smart type , eh ? <eos> yes i can survive off the grid for weeks if needed thanks to mom and dad <eos> sweet ! i will head your way when the apocalypse hits ! i will bring my music ! <eos> i can totally help you survive the end of the world <eos> cool man . i am along for the ride <eos>	i think studying psychology helps me understand why my parents act the way they do
good afternoon . where are you chatting from today ? colorado here . <eos>	just here at my house in michigan with my boyfriend .
good afternoon . where are you chatting from today ? colorado here . <eos> just here at my house in michigan with my boyfriend . <eos>	i have never been to michigan , but would like to hike there . do you like hiking ?
good afternoon . where are you chatting from today ? colorado here . <eos> just here at my house in michigan with my boyfriend . <eos> i have never been to michigan , but would like to hike there . do you like hiking ? <eos>	i love to go for walks .
good afternoon . where are you chatting from today ? colorado here . <eos> just here at my house in michigan with my boyfriend . <eos> i have never been to michigan , but would like to hike there . do you like hiking ? <eos> i love to go for walks . <eos>	i especially like going with my black lab , trooper . do you have any pets ?
good afternoon . where are you chatting from today ? colorado here . <eos> just here at my house in michigan with my boyfriend . <eos> i have never been to michigan , but would like to hike there . do you like hiking ? <eos> i love to go for walks . <eos> i especially like going with my black lab , trooper . do you have any pets ? <eos>	no , just me and my boyfriend here .
good afternoon . where are you chatting from today ? colorado here . <eos> just here at my house in michigan with my boyfriend . <eos> i have never been to michigan , but would like to hike there . do you like hiking ? <eos> i love to go for walks . <eos> i especially like going with my black lab , trooper . do you have any pets ? <eos> no , just me and my boyfriend here . <eos>	what kind of work do you do ? mechanical engineer here .
good afternoon . where are you chatting from today ? colorado here . <eos> just here at my house in michigan with my boyfriend . <eos> i have never been to michigan , but would like to hike there . do you like hiking ? <eos> i love to go for walks . <eos> i especially like going with my black lab , trooper . do you have any pets ? <eos> no , just me and my boyfriend here . <eos> what kind of work do you do ? mechanical engineer here . <eos>	i make clothes and sell them .
good afternoon . where are you chatting from today ? colorado here . <eos> just here at my house in michigan with my boyfriend . <eos> i have never been to michigan , but would like to hike there . do you like hiking ? <eos> i love to go for walks . <eos> i especially like going with my black lab , trooper . do you have any pets ? <eos> no , just me and my boyfriend here . <eos> what kind of work do you do ? mechanical engineer here . <eos> i make clothes and sell them . <eos>	that sounds cool . what is your favorite activity ? mine is rock climbing .
good afternoon . where are you chatting from today ? colorado here . <eos> just here at my house in michigan with my boyfriend . <eos> i have never been to michigan , but would like to hike there . do you like hiking ? <eos> i love to go for walks . <eos> i especially like going with my black lab , trooper . do you have any pets ? <eos> no , just me and my boyfriend here . <eos> what kind of work do you do ? mechanical engineer here . <eos> i make clothes and sell them . <eos> that sounds cool . what is your favorite activity ? mine is rock climbing . <eos>	walking is something i enjoy .
good afternoon . where are you chatting from today ? colorado here . <eos> just here at my house in michigan with my boyfriend . <eos> i have never been to michigan , but would like to hike there . do you like hiking ? <eos> i love to go for walks . <eos> i especially like going with my black lab , trooper . do you have any pets ? <eos> no , just me and my boyfriend here . <eos> what kind of work do you do ? mechanical engineer here . <eos> i make clothes and sell them . <eos> that sounds cool . what is your favorite activity ? mine is rock climbing . <eos> walking is something i enjoy . <eos>	do you have a second favorite ?
good afternoon . where are you chatting from today ? colorado here . <eos> just here at my house in michigan with my boyfriend . <eos> i have never been to michigan , but would like to hike there . do you like hiking ? <eos> i love to go for walks . <eos> i especially like going with my black lab , trooper . do you have any pets ? <eos> no , just me and my boyfriend here . <eos> what kind of work do you do ? mechanical engineer here . <eos> i make clothes and sell them . <eos> that sounds cool . what is your favorite activity ? mine is rock climbing . <eos> walking is something i enjoy . <eos> do you have a second favorite ? <eos>	probably going to thrift stores .
good afternoon . where are you chatting from today ? colorado here . <eos> just here at my house in michigan with my boyfriend . <eos> i have never been to michigan , but would like to hike there . do you like hiking ? <eos> i love to go for walks . <eos> i especially like going with my black lab , trooper . do you have any pets ? <eos> no , just me and my boyfriend here . <eos> what kind of work do you do ? mechanical engineer here . <eos> i make clothes and sell them . <eos> that sounds cool . what is your favorite activity ? mine is rock climbing . <eos> walking is something i enjoy . <eos> do you have a second favorite ? <eos> probably going to thrift stores . <eos>	shopping is okay . what is your favorite thing to shop for ?
good afternoon . where are you chatting from today ? colorado here . <eos> just here at my house in michigan with my boyfriend . <eos> i have never been to michigan , but would like to hike there . do you like hiking ? <eos> i love to go for walks . <eos> i especially like going with my black lab , trooper . do you have any pets ? <eos> no , just me and my boyfriend here . <eos> what kind of work do you do ? mechanical engineer here . <eos> i make clothes and sell them . <eos> that sounds cool . what is your favorite activity ? mine is rock climbing . <eos> walking is something i enjoy . <eos> do you have a second favorite ? <eos> probably going to thrift stores . <eos> shopping is okay . what is your favorite thing to shop for ? <eos>	fun toys for my nieces .
good afternoon . where are you chatting from today ? colorado here . <eos> just here at my house in michigan with my boyfriend . <eos> i have never been to michigan , but would like to hike there . do you like hiking ? <eos> i love to go for walks . <eos> i especially like going with my black lab , trooper . do you have any pets ? <eos> no , just me and my boyfriend here . <eos> what kind of work do you do ? mechanical engineer here . <eos> i make clothes and sell them . <eos> that sounds cool . what is your favorite activity ? mine is rock climbing . <eos> walking is something i enjoy . <eos> do you have a second favorite ? <eos> probably going to thrift stores . <eos> shopping is okay . what is your favorite thing to shop for ? <eos> fun toys for my nieces . <eos>	ah , i love shopping for electronics . i just recently got a macbook pro . what kind of toys ?
good afternoon . where are you chatting from today ? colorado here . <eos> just here at my house in michigan with my boyfriend . <eos> i have never been to michigan , but would like to hike there . do you like hiking ? <eos> i love to go for walks . <eos> i especially like going with my black lab , trooper . do you have any pets ? <eos> no , just me and my boyfriend here . <eos> what kind of work do you do ? mechanical engineer here . <eos> i make clothes and sell them . <eos> that sounds cool . what is your favorite activity ? mine is rock climbing . <eos> walking is something i enjoy . <eos> do you have a second favorite ? <eos> probably going to thrift stores . <eos> shopping is okay . what is your favorite thing to shop for ? <eos> fun toys for my nieces . <eos> ah , i love shopping for electronics . i just recently got a macbook pro . what kind of toys ? <eos>	anything fun and cute , lots of vintage stuff .
how are you ? my name is darlene and chinese is one of the languages i speak . <eos>	hi ! names betsy and bought our first home
how are you ? my name is darlene and chinese is one of the languages i speak . <eos> hi ! names betsy and bought our first home <eos>	congrats ! i love music and playing my guitar and violin .
how are you ? my name is darlene and chinese is one of the languages i speak . <eos> hi ! names betsy and bought our first home <eos> congrats ! i love music and playing my guitar and violin . <eos>	i work as a teacher in a school . and also have 2 step kids
how are you ? my name is darlene and chinese is one of the languages i speak . <eos> hi ! names betsy and bought our first home <eos> congrats ! i love music and playing my guitar and violin . <eos> i work as a teacher in a school . and also have 2 step kids <eos>	i am single , no kids , but am really good at playing ping pong .
how are you ? my name is darlene and chinese is one of the languages i speak . <eos> hi ! names betsy and bought our first home <eos> congrats ! i love music and playing my guitar and violin . <eos> i work as a teacher in a school . and also have 2 step kids <eos> i am single , no kids , but am really good at playing ping pong . <eos>	wow that is pretty nice . i recently moved to the us with my husband
how are you ? my name is darlene and chinese is one of the languages i speak . <eos> hi ! names betsy and bought our first home <eos> congrats ! i love music and playing my guitar and violin . <eos> i work as a teacher in a school . and also have 2 step kids <eos> i am single , no kids , but am really good at playing ping pong . <eos> wow that is pretty nice . i recently moved to the us with my husband <eos>	wow that is cool , i live in a small town where everyone knows my electrician father .
how are you ? my name is darlene and chinese is one of the languages i speak . <eos> hi ! names betsy and bought our first home <eos> congrats ! i love music and playing my guitar and violin . <eos> i work as a teacher in a school . and also have 2 step kids <eos> i am single , no kids , but am really good at playing ping pong . <eos> wow that is pretty nice . i recently moved to the us with my husband <eos> wow that is cool , i live in a small town where everyone knows my electrician father . <eos>	that is pretty cool do you like it there ?
how are you ? my name is darlene and chinese is one of the languages i speak . <eos> hi ! names betsy and bought our first home <eos> congrats ! i love music and playing my guitar and violin . <eos> i work as a teacher in a school . and also have 2 step kids <eos> i am single , no kids , but am really good at playing ping pong . <eos> wow that is pretty nice . i recently moved to the us with my husband <eos> wow that is cool , i live in a small town where everyone knows my electrician father . <eos> that is pretty cool do you like it there ? <eos>	i do , although i would love the excitement of a big city .
how are you ? my name is darlene and chinese is one of the languages i speak . <eos> hi ! names betsy and bought our first home <eos> congrats ! i love music and playing my guitar and violin . <eos> i work as a teacher in a school . and also have 2 step kids <eos> i am single , no kids , but am really good at playing ping pong . <eos> wow that is pretty nice . i recently moved to the us with my husband <eos> wow that is cool , i live in a small town where everyone knows my electrician father . <eos> that is pretty cool do you like it there ? <eos> i do , although i would love the excitement of a big city . <eos>	yeah like new york maybe ?
how are you ? my name is darlene and chinese is one of the languages i speak . <eos> hi ! names betsy and bought our first home <eos> congrats ! i love music and playing my guitar and violin . <eos> i work as a teacher in a school . and also have 2 step kids <eos> i am single , no kids , but am really good at playing ping pong . <eos> wow that is pretty nice . i recently moved to the us with my husband <eos> wow that is cool , i live in a small town where everyone knows my electrician father . <eos> that is pretty cool do you like it there ? <eos> i do , although i would love the excitement of a big city . <eos> yeah like new york maybe ? <eos>	yeah , do you live in a small town or city ?
how are you ? my name is darlene and chinese is one of the languages i speak . <eos> hi ! names betsy and bought our first home <eos> congrats ! i love music and playing my guitar and violin . <eos> i work as a teacher in a school . and also have 2 step kids <eos> i am single , no kids , but am really good at playing ping pong . <eos> wow that is pretty nice . i recently moved to the us with my husband <eos> wow that is cool , i live in a small town where everyone knows my electrician father . <eos> that is pretty cool do you like it there ? <eos> i do , although i would love the excitement of a big city . <eos> yeah like new york maybe ? <eos> yeah , do you live in a small town or city ? <eos>	it is more like the suburbs if you know what that is
how are you ? my name is darlene and chinese is one of the languages i speak . <eos> hi ! names betsy and bought our first home <eos> congrats ! i love music and playing my guitar and violin . <eos> i work as a teacher in a school . and also have 2 step kids <eos> i am single , no kids , but am really good at playing ping pong . <eos> wow that is pretty nice . i recently moved to the us with my husband <eos> wow that is cool , i live in a small town where everyone knows my electrician father . <eos> that is pretty cool do you like it there ? <eos> i do , although i would love the excitement of a big city . <eos> yeah like new york maybe ? <eos> yeah , do you live in a small town or city ? <eos> it is more like the suburbs if you know what that is <eos>	yes , do you have children ?
how are you ? my name is darlene and chinese is one of the languages i speak . <eos> hi ! names betsy and bought our first home <eos> congrats ! i love music and playing my guitar and violin . <eos> i work as a teacher in a school . and also have 2 step kids <eos> i am single , no kids , but am really good at playing ping pong . <eos> wow that is pretty nice . i recently moved to the us with my husband <eos> wow that is cool , i live in a small town where everyone knows my electrician father . <eos> that is pretty cool do you like it there ? <eos> i do , although i would love the excitement of a big city . <eos> yeah like new york maybe ? <eos> yeah , do you live in a small town or city ? <eos> it is more like the suburbs if you know what that is <eos> yes , do you have children ? <eos>	well i did say i will be popping out triplets in three months from now
how are you ? my name is darlene and chinese is one of the languages i speak . <eos> hi ! names betsy and bought our first home <eos> congrats ! i love music and playing my guitar and violin . <eos> i work as a teacher in a school . and also have 2 step kids <eos> i am single , no kids , but am really good at playing ping pong . <eos> wow that is pretty nice . i recently moved to the us with my husband <eos> wow that is cool , i live in a small town where everyone knows my electrician father . <eos> that is pretty cool do you like it there ? <eos> i do , although i would love the excitement of a big city . <eos> yeah like new york maybe ? <eos> yeah , do you live in a small town or city ? <eos> it is more like the suburbs if you know what that is <eos> yes , do you have children ? <eos> well i did say i will be popping out triplets in three months from now <eos>	wow triplets , your going to be busy !
how are you ? my name is darlene and chinese is one of the languages i speak . <eos> hi ! names betsy and bought our first home <eos> congrats ! i love music and playing my guitar and violin . <eos> i work as a teacher in a school . and also have 2 step kids <eos> i am single , no kids , but am really good at playing ping pong . <eos> wow that is pretty nice . i recently moved to the us with my husband <eos> wow that is cool , i live in a small town where everyone knows my electrician father . <eos> that is pretty cool do you like it there ? <eos> i do , although i would love the excitement of a big city . <eos> yeah like new york maybe ? <eos> yeah , do you live in a small town or city ? <eos> it is more like the suburbs if you know what that is <eos> yes , do you have children ? <eos> well i did say i will be popping out triplets in three months from now <eos> wow triplets , your going to be busy ! <eos>	yeah and have 2 step kids too .
hi ! do you have a house in the clouds ? <eos>	no but i would love to get one
hi ! do you have a house in the clouds ? <eos> no but i would love to get one <eos>	i do . do you have any superpowers ?
hi ! do you have a house in the clouds ? <eos> no but i would love to get one <eos> i do . do you have any superpowers ? <eos>	nice ! when i wear my motorbike helmet i do feel like a super hero sometimes
hi ! do you have a house in the clouds ? <eos> no but i would love to get one <eos> i do . do you have any superpowers ? <eos> nice ! when i wear my motorbike helmet i do feel like a super hero sometimes <eos>	can you make time stop while wearing your helmet ?
hi ! do you have a house in the clouds ? <eos> no but i would love to get one <eos> i do . do you have any superpowers ? <eos> nice ! when i wear my motorbike helmet i do feel like a super hero sometimes <eos> can you make time stop while wearing your helmet ? <eos>	i wish i could but i cant . do you have a motorbike ?
hi ! do you have a house in the clouds ? <eos> no but i would love to get one <eos> i do . do you have any superpowers ? <eos> nice ! when i wear my motorbike helmet i do feel like a super hero sometimes <eos> can you make time stop while wearing your helmet ? <eos> i wish i could but i cant . do you have a motorbike ? <eos>	no , i have a pink bike though .
hi ! do you have a house in the clouds ? <eos> no but i would love to get one <eos> i do . do you have any superpowers ? <eos> nice ! when i wear my motorbike helmet i do feel like a super hero sometimes <eos> can you make time stop while wearing your helmet ? <eos> i wish i could but i cant . do you have a motorbike ? <eos> no , i have a pink bike though . <eos>	why did you choose pink out of all colors ?
hi ! do you have a house in the clouds ? <eos> no but i would love to get one <eos> i do . do you have any superpowers ? <eos> nice ! when i wear my motorbike helmet i do feel like a super hero sometimes <eos> can you make time stop while wearing your helmet ? <eos> i wish i could but i cant . do you have a motorbike ? <eos> no , i have a pink bike though . <eos> why did you choose pink out of all colors ? <eos>	because i am a girl .
hi ! do you have a house in the clouds ? <eos> no but i would love to get one <eos> i do . do you have any superpowers ? <eos> nice ! when i wear my motorbike helmet i do feel like a super hero sometimes <eos> can you make time stop while wearing your helmet ? <eos> i wish i could but i cant . do you have a motorbike ? <eos> no , i have a pink bike though . <eos> why did you choose pink out of all colors ? <eos> because i am a girl . <eos>	i am a girl too but mine is red with a blue stripe and its super shiny
hi ! do you have a house in the clouds ? <eos> no but i would love to get one <eos> i do . do you have any superpowers ? <eos> nice ! when i wear my motorbike helmet i do feel like a super hero sometimes <eos> can you make time stop while wearing your helmet ? <eos> i wish i could but i cant . do you have a motorbike ? <eos> no , i have a pink bike though . <eos> why did you choose pink out of all colors ? <eos> because i am a girl . <eos> i am a girl too but mine is red with a blue stripe and its super shiny <eos>	i like shiny . my mom and dad do not have bikes . they have cars .
hi ! do you have a house in the clouds ? <eos> no but i would love to get one <eos> i do . do you have any superpowers ? <eos> nice ! when i wear my motorbike helmet i do feel like a super hero sometimes <eos> can you make time stop while wearing your helmet ? <eos> i wish i could but i cant . do you have a motorbike ? <eos> no , i have a pink bike though . <eos> why did you choose pink out of all colors ? <eos> because i am a girl . <eos> i am a girl too but mine is red with a blue stripe and its super shiny <eos> i like shiny . my mom and dad do not have bikes . they have cars . <eos>	cars are not as much fun as bikes though
hi ! do you have a house in the clouds ? <eos> no but i would love to get one <eos> i do . do you have any superpowers ? <eos> nice ! when i wear my motorbike helmet i do feel like a super hero sometimes <eos> can you make time stop while wearing your helmet ? <eos> i wish i could but i cant . do you have a motorbike ? <eos> no , i have a pink bike though . <eos> why did you choose pink out of all colors ? <eos> because i am a girl . <eos> i am a girl too but mine is red with a blue stripe and its super shiny <eos> i like shiny . my mom and dad do not have bikes . they have cars . <eos> cars are not as much fun as bikes though <eos>	does yours go fast ? i get tired of pedaling mine .
hi ! do you have a house in the clouds ? <eos> no but i would love to get one <eos> i do . do you have any superpowers ? <eos> nice ! when i wear my motorbike helmet i do feel like a super hero sometimes <eos> can you make time stop while wearing your helmet ? <eos> i wish i could but i cant . do you have a motorbike ? <eos> no , i have a pink bike though . <eos> why did you choose pink out of all colors ? <eos> because i am a girl . <eos> i am a girl too but mine is red with a blue stripe and its super shiny <eos> i like shiny . my mom and dad do not have bikes . they have cars . <eos> cars are not as much fun as bikes though <eos> does yours go fast ? i get tired of pedaling mine . <eos>	mine is super fast . no peddling required at all . maybe you need to upgrade ?
hi ! do you have a house in the clouds ? <eos> no but i would love to get one <eos> i do . do you have any superpowers ? <eos> nice ! when i wear my motorbike helmet i do feel like a super hero sometimes <eos> can you make time stop while wearing your helmet ? <eos> i wish i could but i cant . do you have a motorbike ? <eos> no , i have a pink bike though . <eos> why did you choose pink out of all colors ? <eos> because i am a girl . <eos> i am a girl too but mine is red with a blue stripe and its super shiny <eos> i like shiny . my mom and dad do not have bikes . they have cars . <eos> cars are not as much fun as bikes though <eos> does yours go fast ? i get tired of pedaling mine . <eos> mine is super fast . no peddling required at all . maybe you need to upgrade ? <eos>	my parents will not let me .
hi ! do you have a house in the clouds ? <eos> no but i would love to get one <eos> i do . do you have any superpowers ? <eos> nice ! when i wear my motorbike helmet i do feel like a super hero sometimes <eos> can you make time stop while wearing your helmet ? <eos> i wish i could but i cant . do you have a motorbike ? <eos> no , i have a pink bike though . <eos> why did you choose pink out of all colors ? <eos> because i am a girl . <eos> i am a girl too but mine is red with a blue stripe and its super shiny <eos> i like shiny . my mom and dad do not have bikes . they have cars . <eos> cars are not as much fun as bikes though <eos> does yours go fast ? i get tired of pedaling mine . <eos> mine is super fast . no peddling required at all . maybe you need to upgrade ? <eos> my parents will not let me . <eos>	you just have to negotiate harder with them
hi there ! i am age 24 , how about you ? <eos>	hello i am almost 40
hi there ! i am age 24 , how about you ? <eos> hello i am almost 40 <eos>	nice , i spend my days as a kindergarten teacher
hi there ! i am age 24 , how about you ? <eos> hello i am almost 40 <eos> nice , i spend my days as a kindergarten teacher <eos>	i teach the kids various instruments
hi there ! i am age 24 , how about you ? <eos> hello i am almost 40 <eos> nice , i spend my days as a kindergarten teacher <eos> i teach the kids various instruments <eos>	cool . i am getting married next spring and i will be 24
hi there ! i am age 24 , how about you ? <eos> hello i am almost 40 <eos> nice , i spend my days as a kindergarten teacher <eos> i teach the kids various instruments <eos> cool . i am getting married next spring and i will be 24 <eos>	congrats on that that is cool
hi there ! i am age 24 , how about you ? <eos> hello i am almost 40 <eos> nice , i spend my days as a kindergarten teacher <eos> i teach the kids various instruments <eos> cool . i am getting married next spring and i will be 24 <eos> congrats on that that is cool <eos>	yes , the dj will play my favorite singer , taylor swift
hi there ! i am age 24 , how about you ? <eos> hello i am almost 40 <eos> nice , i spend my days as a kindergarten teacher <eos> i teach the kids various instruments <eos> cool . i am getting married next spring and i will be 24 <eos> congrats on that that is cool <eos> yes , the dj will play my favorite singer , taylor swift <eos>	oh wow so you will have a big wedding and reception ?
hi there ! i am age 24 , how about you ? <eos> hello i am almost 40 <eos> nice , i spend my days as a kindergarten teacher <eos> i teach the kids various instruments <eos> cool . i am getting married next spring and i will be 24 <eos> congrats on that that is cool <eos> yes , the dj will play my favorite singer , taylor swift <eos> oh wow so you will have a big wedding and reception ? <eos>	i hope so , lots of food because my friends and i like to eat out
hi there ! i am age 24 , how about you ? <eos> hello i am almost 40 <eos> nice , i spend my days as a kindergarten teacher <eos> i teach the kids various instruments <eos> cool . i am getting married next spring and i will be 24 <eos> congrats on that that is cool <eos> yes , the dj will play my favorite singer , taylor swift <eos> oh wow so you will have a big wedding and reception ? <eos> i hope so , lots of food because my friends and i like to eat out <eos>	oh yeah that is a fun part of the party , are you going to have drinks too ?
hi there ! i am age 24 , how about you ? <eos> hello i am almost 40 <eos> nice , i spend my days as a kindergarten teacher <eos> i teach the kids various instruments <eos> cool . i am getting married next spring and i will be 24 <eos> congrats on that that is cool <eos> yes , the dj will play my favorite singer , taylor swift <eos> oh wow so you will have a big wedding and reception ? <eos> i hope so , lots of food because my friends and i like to eat out <eos> oh yeah that is a fun part of the party , are you going to have drinks too ? <eos>	of course ! have a well rounded wedding experience
hi there ! i am age 24 , how about you ? <eos> hello i am almost 40 <eos> nice , i spend my days as a kindergarten teacher <eos> i teach the kids various instruments <eos> cool . i am getting married next spring and i will be 24 <eos> congrats on that that is cool <eos> yes , the dj will play my favorite singer , taylor swift <eos> oh wow so you will have a big wedding and reception ? <eos> i hope so , lots of food because my friends and i like to eat out <eos> oh yeah that is a fun part of the party , are you going to have drinks too ? <eos> of course ! have a well rounded wedding experience <eos>	i would definately be getting my dance on
hi there ! i am age 24 , how about you ? <eos> hello i am almost 40 <eos> nice , i spend my days as a kindergarten teacher <eos> i teach the kids various instruments <eos> cool . i am getting married next spring and i will be 24 <eos> congrats on that that is cool <eos> yes , the dj will play my favorite singer , taylor swift <eos> oh wow so you will have a big wedding and reception ? <eos> i hope so , lots of food because my friends and i like to eat out <eos> oh yeah that is a fun part of the party , are you going to have drinks too ? <eos> of course ! have a well rounded wedding experience <eos> i would definately be getting my dance on <eos>	yes , we love to dance , too !
hi there ! i am age 24 , how about you ? <eos> hello i am almost 40 <eos> nice , i spend my days as a kindergarten teacher <eos> i teach the kids various instruments <eos> cool . i am getting married next spring and i will be 24 <eos> congrats on that that is cool <eos> yes , the dj will play my favorite singer , taylor swift <eos> oh wow so you will have a big wedding and reception ? <eos> i hope so , lots of food because my friends and i like to eat out <eos> oh yeah that is a fun part of the party , are you going to have drinks too ? <eos> of course ! have a well rounded wedding experience <eos> i would definately be getting my dance on <eos> yes , we love to dance , too ! <eos>	its going to be a day to remember with lots of pictures too !
hi there ! i am age 24 , how about you ? <eos> hello i am almost 40 <eos> nice , i spend my days as a kindergarten teacher <eos> i teach the kids various instruments <eos> cool . i am getting married next spring and i will be 24 <eos> congrats on that that is cool <eos> yes , the dj will play my favorite singer , taylor swift <eos> oh wow so you will have a big wedding and reception ? <eos> i hope so , lots of food because my friends and i like to eat out <eos> oh yeah that is a fun part of the party , are you going to have drinks too ? <eos> of course ! have a well rounded wedding experience <eos> i would definately be getting my dance on <eos> yes , we love to dance , too ! <eos> its going to be a day to remember with lots of pictures too ! <eos>	yes , my family is coming from all over , too !
hi there ! i am age 24 , how about you ? <eos> hello i am almost 40 <eos> nice , i spend my days as a kindergarten teacher <eos> i teach the kids various instruments <eos> cool . i am getting married next spring and i will be 24 <eos> congrats on that that is cool <eos> yes , the dj will play my favorite singer , taylor swift <eos> oh wow so you will have a big wedding and reception ? <eos> i hope so , lots of food because my friends and i like to eat out <eos> oh yeah that is a fun part of the party , are you going to have drinks too ? <eos> of course ! have a well rounded wedding experience <eos> i would definately be getting my dance on <eos> yes , we love to dance , too ! <eos> its going to be a day to remember with lots of pictures too ! <eos> yes , my family is coming from all over , too ! <eos>	oh wow that is going to be very memorable
hi i am danny and want to be a dog when i grow up <eos>	hello ! i have two dogs at my house .
hi i am danny and want to be a dog when i grow up <eos> hello ! i have two dogs at my house . <eos>	you cant give a dog chocolate candy , but i will take it
hi i am danny and want to be a dog when i grow up <eos> hello ! i have two dogs at my house . <eos> you cant give a dog chocolate candy , but i will take it <eos>	i know . once one of my dogs ate a whole batch of chocolate brownies .
hi i am danny and want to be a dog when i grow up <eos> hello ! i have two dogs at my house . <eos> you cant give a dog chocolate candy , but i will take it <eos> i know . once one of my dogs ate a whole batch of chocolate brownies . <eos>	my mommy and daddy helped me sing the abcs
hi i am danny and want to be a dog when i grow up <eos> hello ! i have two dogs at my house . <eos> you cant give a dog chocolate candy , but i will take it <eos> i know . once one of my dogs ate a whole batch of chocolate brownies . <eos> my mommy and daddy helped me sing the abcs <eos>	that is good . what do you like to do for fun .
hi i am danny and want to be a dog when i grow up <eos> hello ! i have two dogs at my house . <eos> you cant give a dog chocolate candy , but i will take it <eos> i know . once one of my dogs ate a whole batch of chocolate brownies . <eos> my mommy and daddy helped me sing the abcs <eos> that is good . what do you like to do for fun . <eos>	looking at blocks and shapes and singing
